id,idade,altura,peso,imc,sexo,escolaridade,profissao,fumante.f,fumante.n,salario,carros,filhos
1126,37,1.53,56.09,23.96,M,Doutorado,Exatas,não,0,12737.36,2,1
1127,32,1.46,53.23,24.97,F,3º Grau,Biológicas,não,0,5585.77,2,2
1128,23,1.33,48.07,27.18,F,1º Grau,Humanas,não,0,7314.88,1,0
1129,41,1.59,58.62,23.19,F,Analfabeto,Exatas,sim,1,19058.55,2,1
1130,29,1.42,51.64,25.61,M,Mestrado,Humanas,não,0,1591.6,0,0
1131,38,1.54,56.55,23.84,F,Analfabeto,Biológicas,sim,1,13863.48,1,2
1132,38,1.54,56.65,23.89,M,3º Grau,Exatas,sim,1,14124.3,2,1
1133,46,1.65,61.09,22.44,F,1º Grau,Biológicas,não,0,25212.69,0,2
1134,36,1.52,55.79,24.15,F,Mestrado,Exatas,não,0,11965.64,1,1
1135,40,1.57,57.66,23.39,M,2º Grau,Exatas,não,0,16656.1,1,1
1136,43,1.61,59.56,22.98,F,PósDoc,Humanas,não,0,21405.91,1,0
1137,32,1.46,53.37,25.04,M,Mestrado,Biológicas,sim,1,5936.19,3,2
1138,23,1.33,48.38,27.35,F,1º Grau,Exatas,não,0,6555.61,1,1
1139,36,1.51,55.57,24.37,F,Analfabeto,Humanas,não,0,11429.3,3,0
1140,44,1.63,60.3,22.7,M,1º Grau,Exatas,sim,1,23259.14,0,1
1141,25,1.36,49.37,26.69,M,3º Grau,Biológicas,não,0,4062.78,1,2
1142,42,1.6,59.05,23.07,M,Analfabeto,Humanas,não,0,20121.32,3,0
1143,35,1.49,54.76,24.67,F,PósDoc,Humanas,não,0,9398.69,0,0
1144,36,1.51,55.4,24.3,M,3º Grau,Humanas,sim,1,10994.81,0,0
1145,33,1.47,53.6,24.8,M,PósDoc,Biológicas,não,0,6507.78,1,2
1146,42,1.6,59.15,23.11,F,3º Grau,Humanas,não,0,20368.53,3,0
1147,45,1.64,60.7,22.57,M,Mestrado,Exatas,não,0,24241.56,0,1
1148,46,1.66,61.28,22.24,M,Analfabeto,Exatas,não,0,25708.49,3,1
1149,28,1.4,51.13,26.09,F,1º Grau,Biológicas,não,0,325.99,1,2
1150,40,1.58,58.04,23.25,F,PósDoc,Exatas,não,0,17592.86,3,1
1151,32,1.46,53.5,25.1,F,PósDoc,Biológicas,não,0,6238.1,1,2
1152,28,1.4,51.07,26.06,F,1º Grau,Humanas,não,0,165.91,0,0
1153,38,1.54,56.56,23.85,F,2º Grau,Biológicas,sim,1,13898.95,2,2
1154,35,1.5,54.93,24.41,M,Doutorado,Exatas,não,0,9820.49,2,1
1155,41,1.58,58.17,23.3,F,2º Grau,Biológicas,não,0,17917.25,1,2
1156,48,1.68,62.17,22.03,M,3º Grau,Biológicas,não,0,27923.98,1,2
1157,42,1.6,59.15,23.11,F,3º Grau,Humanas,não,0,20367.17,3,0
1158,30,1.43,52.22,25.54,F,Analfabeto,Biológicas,não,0,3043.14,2,2
1159,36,1.51,55.56,24.37,M,Mestrado,Humanas,não,0,11396.23,1,0
1160,45,1.64,60.65,22.55,M,Analfabeto,Humanas,não,0,24132.45,3,0
1161,43,1.62,59.7,22.75,M,3º Grau,Biológicas,não,0,21744.38,3,2
1162,24,1.34,48.66,27.1,F,Mestrado,Humanas,sim,1,5847.82,0,0
1163,42,1.59,58.79,23.25,F,2º Grau,Biológicas,sim,1,19464.3,1,2
1164,33,1.47,53.64,24.82,M,PósDoc,Humanas,não,0,6594.86,0,0
1165,31,1.44,52.5,25.32,F,3º Grau,Exatas,não,0,3746.37,3,1
1166,27,1.39,50.6,26.19,F,2º Grau,Humanas,sim,1,1012.02,3,0
1167,33,1.47,53.75,24.87,F,PósDoc,Humanas,não,0,6882.05,3,0
1168,40,1.57,57.75,23.43,M,3º Grau,Biológicas,não,0,16886.57,0,2
1169,45,1.64,60.74,22.58,M,PósDoc,Humanas,sim,1,24352.72,1,0
1170,36,1.51,55.56,24.37,M,Mestrado,Biológicas,não,0,11389.07,2,2
1171,34,1.49,54.71,24.64,F,Doutorado,Exatas,não,0,9269.48,3,1
1172,34,1.48,54.19,24.74,F,Doutorado,Humanas,não,0,7976.64,0,0
1173,42,1.6,58.82,22.98,F,1º Grau,Exatas,não,0,19537.99,1,1
1174,27,1.39,50.68,26.23,F,1º Grau,Exatas,não,0,811.93,1,1
1175,37,1.53,56,23.92,F,2º Grau,Biológicas,sim,1,12500.19,0,2
1176,42,1.6,59.09,23.08,F,Doutorado,Biológicas,sim,1,20216.22,3,2
1177,42,1.61,59.25,22.86,M,3º Grau,Exatas,não,0,20618.52,2,1
1178,38,1.54,56.67,23.9,F,3º Grau,Humanas,não,0,14170.7,3,0
1179,27,1.38,50.35,26.44,F,1º Grau,Exatas,não,0,1623.66,2,1
1180,29,1.42,51.72,25.65,F,PósDoc,Exatas,não,0,1789.15,0,1
1181,30,1.43,52.12,25.49,F,2º Grau,Humanas,não,0,2795.12,0,0
1182,25,1.36,49.23,26.62,F,Doutorado,Biológicas,não,0,4432.72,0,2
1183,35,1.5,55.16,24.52,F,1º Grau,Biológicas,sim,1,10400.2,3,2
1184,44,1.62,59.89,22.82,M,2º Grau,Humanas,sim,1,22229.47,0,0
1185,18,1.26,45.21,28.48,F,Mestrado,Exatas,sim,1,14466.94,2,1
1186,40,1.58,58.03,23.25,F,Analfabeto,Biológicas,não,0,17583.88,1,2
1187,34,1.48,54.19,24.74,M,1º Grau,Exatas,sim,1,7973.38,2,1
1188,30,1.42,51.92,25.75,F,Mestrado,Humanas,não,0,2308.66,0,0
1189,40,1.58,58.08,23.27,M,Mestrado,Humanas,não,0,17700.09,0,0
1190,40,1.56,57.59,23.66,F,Analfabeto,Exatas,não,0,16483.85,1,1
1191,36,1.51,55.38,24.29,M,3º Grau,Exatas,não,0,10962.17,3,1
1192,29,1.41,51.32,25.81,F,PósDoc,Humanas,não,0,803.57,1,0
1193,30,1.43,52.18,25.52,M,1º Grau,Biológicas,não,0,2951.38,3,2
1194,24,1.34,48.53,27.03,F,3º Grau,Exatas,não,0,6172.34,2,1
1195,48,1.69,62.52,21.89,M,Mestrado,Exatas,sim,1,28808.94,2,1
1196,34,1.48,54.38,24.83,M,Mestrado,Biológicas,não,0,8444.06,2,2
1197,30,1.42,51.98,25.78,M,Analfabeto,Humanas,não,0,2454.86,1,0
1198,20,1.28,46.36,28.3,F,Doutorado,Biológicas,não,0,11609.52,2,2
1199,32,1.46,53.28,25,M,1º Grau,Humanas,não,0,5705.38,3,0
1200,31,1.45,52.8,25.11,M,Analfabeto,Exatas,não,0,4508.72,1,1
1201,25,1.36,49.39,26.7,M,PósDoc,Exatas,não,0,4023.16,0,1
1202,52,1.74,64.54,21.32,M,1º Grau,Exatas,não,0,33839.72,1,1
1203,41,1.59,58.49,23.14,M,1º Grau,Humanas,sim,1,18729.44,3,0
1204,24,1.35,48.86,26.81,F,1º Grau,Biológicas,não,0,5356.66,3,2
1205,43,1.61,59.54,22.97,M,PósDoc,Humanas,não,0,21339.75,0,0
1206,42,1.6,59.18,23.12,F,PósDoc,Biológicas,sim,1,20448.4,2,2
1207,39,1.56,57.36,23.57,F,1º Grau,Biológicas,sim,1,15898.31,2,2
1208,38,1.54,56.6,23.87,F,2º Grau,Humanas,sim,1,13991.04,0,0
1209,36,1.51,55.58,24.38,F,Mestrado,Humanas,não,0,11449.49,3,0
1210,39,1.56,57.48,23.62,M,PósDoc,Biológicas,sim,1,16191.61,2,2
1211,28,1.4,50.87,25.95,M,Analfabeto,Biológicas,não,0,326.19,1,2
1212,30,1.44,52.4,25.27,M,PósDoc,Humanas,não,0,3506.44,2,0
1213,28,1.4,50.99,26.02,M,2º Grau,Humanas,sim,1,20.07,3,0
1214,34,1.48,54.34,24.81,M,3º Grau,Humanas,não,0,8341.19,1,0
1215,36,1.51,55.59,24.38,F,Analfabeto,Biológicas,sim,1,11466.56,2,2
1216,39,1.56,57.41,23.59,M,Mestrado,Humanas,sim,1,16020.57,3,0
1217,39,1.55,57.12,23.78,F,2º Grau,Biológicas,não,0,15290.56,1,2
1218,45,1.64,60.78,22.6,F,Mestrado,Humanas,sim,1,24456.96,3,0
1219,39,1.56,57.39,23.58,M,2º Grau,Humanas,sim,1,15973.09,2,0
1220,44,1.63,60.03,22.59,F,3º Grau,Biológicas,não,0,22563.17,0,2
1221,43,1.61,59.39,22.91,F,PósDoc,Exatas,não,0,20974.42,0,1
1222,31,1.44,52.65,25.39,F,1º Grau,Biológicas,sim,1,4115.4,1,2
1223,40,1.58,58.01,23.24,M,1º Grau,Exatas,não,0,17513.01,3,1
1224,38,1.55,56.81,23.65,M,PósDoc,Exatas,não,0,14535.14,0,1
1225,36,1.51,55.48,24.33,M,Analfabeto,Humanas,sim,1,11191.78,3,0
1226,29,1.41,51.39,25.85,M,PósDoc,Biológicas,não,0,966.12,3,2
1227,39,1.56,57.35,23.57,F,2º Grau,Exatas,não,0,15879.82,1,1
1228,35,1.51,55.25,24.23,M,Doutorado,Biológicas,não,0,10637.29,2,2
1229,33,1.46,53.58,25.14,M,2º Grau,Exatas,não,0,6451.64,0,1
1230,41,1.59,58.69,23.22,F,Mestrado,Exatas,sim,1,19224.96,3,1
1231,42,1.6,58.97,23.04,M,Analfabeto,Humanas,não,0,19923.25,2,0
1232,41,1.59,58.49,23.14,F,3º Grau,Humanas,não,0,18735.64,0,0
1233,17,1.24,44.56,28.98,F,2º Grau,Exatas,sim,1,16110.43,3,1
1234,29,1.41,51.41,25.86,M,Analfabeto,Exatas,sim,1,1026.83,0,1
1235,42,1.59,58.75,23.24,F,2º Grau,Biológicas,não,0,19372.35,0,2
1236,30,1.43,52.02,25.44,F,PósDoc,Exatas,sim,1,2546.64,1,1
1237,38,1.54,56.63,23.88,F,2º Grau,Biológicas,não,0,14085.4,1,2
1238,36,1.52,55.73,24.12,M,Analfabeto,Exatas,não,0,11829.13,3,1
1239,43,1.61,59.43,22.93,M,3º Grau,Biológicas,não,0,21074.02,2,2
1240,30,1.43,52.16,25.51,M,Doutorado,Humanas,não,0,2896.28,3,0
1241,35,1.49,54.77,24.67,F,Analfabeto,Exatas,sim,1,9421.98,3,1
1242,37,1.53,56.38,24.08,F,Doutorado,Exatas,não,0,13449.23,3,1
1243,44,1.63,60.09,22.62,M,Mestrado,Exatas,não,0,22726.54,0,1
1244,34,1.48,54.29,24.79,F,2º Grau,Humanas,não,0,8226.19,0,0
1245,37,1.53,56.16,23.99,F,Analfabeto,Exatas,não,0,12904.06,1,1
1246,26,1.37,49.63,26.44,M,1º Grau,Humanas,não,0,3428.48,0,0
1247,39,1.56,57.53,23.64,M,1º Grau,Biológicas,não,0,16330.5,1,2
1248,36,1.52,55.83,24.16,F,3º Grau,Biológicas,não,0,12068.2,0,2
1249,39,1.56,57.56,23.65,M,Mestrado,Humanas,sim,1,16393.07,3,0
1250,32,1.46,53.36,25.03,M,3º Grau,Humanas,sim,1,5893.29,2,0
1251,47,1.67,61.74,22.14,M,PósDoc,Humanas,sim,1,26853.57,3,0
1252,34,1.49,54.44,24.52,M,1º Grau,Exatas,não,0,8601.74,0,1
1253,36,1.51,55.48,24.33,F,Doutorado,Humanas,não,0,11211.39,1,0
1254,34,1.49,54.58,24.58,M,1º Grau,Biológicas,sim,1,8943.21,0,2
1255,41,1.58,58.39,23.39,M,Mestrado,Biológicas,não,0,18463.05,0,2
1256,30,1.42,51.93,25.75,F,1º Grau,Exatas,não,0,2315.51,2,1
1257,36,1.52,55.81,24.16,F,1º Grau,Biológicas,sim,1,12014.62,0,2
1258,39,1.56,57.3,23.55,F,Analfabeto,Exatas,não,0,15745.7,3,1
1259,26,1.38,50.02,26.27,M,3º Grau,Exatas,não,0,2452.4,1,1
1260,37,1.52,55.91,24.2,F,PósDoc,Humanas,sim,1,12277.19,2,0
1261,31,1.44,52.62,25.38,F,Mestrado,Exatas,sim,1,4061.98,1,1
1262,45,1.64,60.72,22.58,F,PósDoc,Humanas,não,0,24288.11,0,0
1263,40,1.57,57.82,23.46,F,Doutorado,Humanas,sim,1,17048.98,2,0
1264,23,1.33,48.1,27.19,F,PósDoc,Exatas,sim,1,7251.34,2,1
1265,41,1.59,58.68,23.21,M,2º Grau,Humanas,não,0,19192.85,3,0
1266,37,1.52,55.87,24.18,M,1º Grau,Humanas,não,0,12177.41,3,0
1267,31,1.44,52.75,25.44,M,3º Grau,Biológicas,sim,1,4386.75,2,2
1268,33,1.46,53.58,25.14,F,1º Grau,Biológicas,não,0,6444.14,2,2
1269,26,1.37,49.91,26.59,M,1º Grau,Humanas,não,0,2721.42,0,0
1270,38,1.54,56.54,23.84,F,Mestrado,Humanas,não,0,13861.97,2,0
1271,24,1.34,48.45,26.98,M,Doutorado,Exatas,não,0,6385.23,1,1
1272,34,1.49,54.44,24.52,F,3º Grau,Humanas,não,0,8597.37,0,0
1273,38,1.55,56.82,23.65,M,3º Grau,Humanas,não,0,14551.76,2,0
1274,36,1.51,55.33,24.27,F,Doutorado,Exatas,não,0,10833.83,2,1
1275,41,1.59,58.44,23.12,M,PósDoc,Humanas,não,0,18591.73,1,0
1276,35,1.51,55.2,24.21,M,Analfabeto,Biológicas,sim,1,10505.48,0,2
1277,51,1.73,64.24,21.46,F,Doutorado,Biológicas,não,0,33089.44,3,2
1278,29,1.41,51.56,25.93,F,Mestrado,Biológicas,sim,1,1405.37,1,2
1279,46,1.65,61.16,22.46,F,3º Grau,Exatas,sim,1,25391.16,1,1
1280,24,1.34,48.54,27.03,M,3º Grau,Biológicas,sim,1,6144.66,1,2
1281,27,1.39,50.69,26.24,F,1º Grau,Humanas,não,0,773.16,2,0
1282,29,1.41,51.39,25.85,M,Analfabeto,Exatas,não,0,986.39,2,1
1283,24,1.35,48.92,26.84,M,Mestrado,Exatas,não,0,5211.12,2,1
1284,45,1.65,60.94,22.38,F,2º Grau,Biológicas,não,0,24846.94,0,2
1285,42,1.6,59.13,23.1,F,1º Grau,Humanas,não,0,20337.03,1,0
1286,45,1.64,60.49,22.49,M,1º Grau,Biológicas,não,0,23712.66,0,2
1287,31,1.44,52.56,25.35,M,Mestrado,Biológicas,não,0,3910.79,3,2
1288,36,1.51,55.34,24.27,M,2º Grau,Humanas,não,0,10855.97,3,0
1289,43,1.61,59.47,22.94,F,3º Grau,Humanas,não,0,21185.07,2,0
1290,42,1.61,59.24,22.85,M,PósDoc,Humanas,não,0,20605.3,2,0
1291,39,1.56,57.24,23.52,M,Analfabeto,Humanas,não,0,15601.37,2,0
1292,36,1.52,55.63,24.08,F,2º Grau,Exatas,não,0,11581.48,2,1
1293,27,1.38,50.34,26.43,M,2º Grau,Biológicas,não,0,1641.73,3,2
1294,37,1.53,56.24,24.02,F,2º Grau,Humanas,sim,1,13096.86,0,0
1295,34,1.48,54.29,24.79,F,Analfabeto,Humanas,não,0,8215.06,1,0
1296,30,1.43,52.38,25.61,F,3º Grau,Exatas,sim,1,3454.75,3,1
1297,46,1.66,61.3,22.25,M,2º Grau,Biológicas,não,0,25761.57,2,2
1298,30,1.43,52.19,25.52,F,3º Grau,Humanas,sim,1,2985.96,2,0
1299,37,1.52,55.97,24.23,M,3º Grau,Biológicas,não,0,12428.76,0,2
1300,39,1.55,57.06,23.75,F,3º Grau,Biológicas,não,0,15160.36,2,2
1301,42,1.61,59.2,22.84,M,3º Grau,Humanas,não,0,20511.55,3,0
1302,38,1.54,56.47,23.81,M,PósDoc,Humanas,sim,1,13673.04,0,0
1303,49,1.7,62.89,21.76,F,Doutorado,Exatas,não,0,29732.15,3,1
1304,38,1.54,56.78,23.94,F,PósDoc,Exatas,não,0,14451.37,2,1
1305,32,1.45,53.05,25.23,M,1º Grau,Humanas,não,0,5115.2,3,0
1306,36,1.51,55.41,24.3,F,3º Grau,Biológicas,sim,1,11025.12,3,2
1307,40,1.57,57.68,23.4,F,Analfabeto,Humanas,sim,1,16691.29,0,0
1308,20,1.28,46.24,28.22,M,3º Grau,Exatas,não,0,11905.09,3,1
1309,34,1.49,54.62,24.6,M,Mestrado,Biológicas,não,0,9044.36,2,2
1310,35,1.5,55.17,24.52,F,Doutorado,Exatas,não,0,10415.26,0,1
1311,33,1.48,54.05,24.68,M,Doutorado,Exatas,não,0,7613.99,3,1
1312,35,1.51,55.21,24.21,F,3º Grau,Biológicas,não,0,10513.69,1,2
1313,21,1.3,47.03,27.83,F,Doutorado,Biológicas,sim,1,9918.06,2,2
1314,37,1.53,56.38,24.08,M,Analfabeto,Exatas,não,0,13462.36,1,1
1315,35,1.5,55.01,24.45,F,3º Grau,Humanas,não,0,10030.29,1,0
1316,32,1.45,53.03,25.22,F,Mestrado,Exatas,não,0,5075.71,2,1
1317,15,1.21,43.54,29.74,M,1º Grau,Biológicas,não,0,18644.19,2,2
1318,32,1.46,53.36,25.03,M,2º Grau,Exatas,sim,1,5887.87,2,1
1319,36,1.51,55.47,24.33,M,PósDoc,Biológicas,sim,1,11182.09,1,2
1320,35,1.49,54.72,24.65,F,Doutorado,Humanas,não,0,9288.39,1,0
1321,31,1.44,52.57,25.35,M,3º Grau,Exatas,não,0,3913.03,2,1
1322,37,1.53,56.29,24.05,F,1º Grau,Exatas,sim,1,13216.45,2,1
1323,29,1.41,51.36,25.83,M,1º Grau,Biológicas,sim,1,895.1,0,2
1324,40,1.57,57.8,23.45,F,Doutorado,Biológicas,sim,1,16992.81,0,2
1325,41,1.58,58.3,23.35,F,Mestrado,Biológicas,não,0,18257.32,1,2
1326,42,1.6,58.83,22.98,M,PósDoc,Exatas,não,0,19575.43,2,1
1327,41,1.58,58.2,23.31,F,Mestrado,Humanas,não,0,17988.46,2,0
1328,33,1.46,53.59,25.14,M,1º Grau,Biológicas,não,0,6478.73,3,2
1329,35,1.5,54.9,24.4,F,3º Grau,Exatas,não,0,9750.53,2,1
1330,44,1.62,59.98,22.85,M,PósDoc,Humanas,não,0,22450.73,1,0
1331,39,1.56,57.44,23.6,M,PósDoc,Humanas,não,0,16109.42,3,0
1332,37,1.53,56.39,24.09,F,Analfabeto,Biológicas,não,0,13468.83,2,2
1333,44,1.63,60.12,22.63,M,3º Grau,Biológicas,não,0,22791.8,3,2
1334,31,1.44,52.49,25.31,F,PósDoc,Humanas,não,0,3731.54,0,0
1335,35,1.5,55.1,24.49,F,Doutorado,Exatas,não,0,10252.63,2,1
1336,44,1.63,60.21,22.66,M,1º Grau,Exatas,não,0,23015.09,3,1
1337,33,1.48,54,24.65,M,3º Grau,Exatas,sim,1,7502.1,2,1
1338,36,1.51,55.54,24.36,M,PósDoc,Biológicas,não,0,11349.98,1,2
1339,34,1.49,54.41,24.51,F,1º Grau,Exatas,não,0,8533.27,1,1
1340,44,1.62,59.94,22.84,F,PósDoc,Exatas,não,0,22339.31,1,1
1341,36,1.51,55.54,24.36,M,2º Grau,Exatas,sim,1,11354.26,3,1
1342,35,1.51,55.27,24.24,M,1º Grau,Humanas,sim,1,10672.4,1,0
1343,30,1.43,52.28,25.57,M,2º Grau,Exatas,sim,1,3187.78,3,1
1344,32,1.46,53.33,25.02,F,1º Grau,Exatas,sim,1,5815.37,3,1
1345,24,1.34,48.72,27.13,M,Doutorado,Humanas,não,0,5692.14,2,0
1346,38,1.54,56.64,23.88,F,Mestrado,Humanas,sim,1,14095.87,0,0
1347,41,1.58,58.39,23.39,F,Analfabeto,Biológicas,não,0,18478.03,1,2
1348,26,1.37,49.65,26.45,M,Doutorado,Humanas,não,0,3373.84,2,0
1349,38,1.54,56.61,23.87,F,Doutorado,Biológicas,não,0,14013.55,1,2
1350,37,1.53,56.32,24.06,M,3º Grau,Exatas,não,0,13289.36,3,1
1351,36,1.52,55.78,24.14,M,Mestrado,Biológicas,não,0,11953.21,0,2
1352,36,1.51,55.29,24.25,F,3º Grau,Biológicas,sim,1,10714.63,0,2
1353,46,1.66,61.54,22.33,M,2º Grau,Humanas,não,0,26349.33,3,0
1354,37,1.53,56.33,24.06,F,2º Grau,Exatas,sim,1,13330.07,2,1
1355,45,1.64,60.61,22.53,F,Doutorado,Biológicas,sim,1,24018.13,0,2
1356,38,1.55,56.8,23.64,F,3º Grau,Biológicas,sim,1,14510.17,1,2
1357,38,1.55,56.95,23.7,F,Analfabeto,Biológicas,não,0,14873.24,2,2
1358,31,1.45,52.84,25.13,F,3º Grau,Biológicas,não,0,4602.63,3,2
1359,54,1.77,65.76,20.99,M,1º Grau,Humanas,não,0,36909.07,0,0
1360,35,1.49,54.76,24.67,F,PósDoc,Humanas,não,0,9401.84,0,0
1361,32,1.45,53.01,25.21,F,Doutorado,Exatas,não,0,5025.24,0,1
1362,38,1.54,56.53,23.84,M,3º Grau,Exatas,sim,1,13824.17,2,1
1363,38,1.54,56.64,23.88,M,3º Grau,Humanas,não,0,14091.8,3,0
1364,40,1.57,57.89,23.49,F,Doutorado,Humanas,não,0,17237.46,2,0
1365,29,1.41,51.34,25.82,F,1º Grau,Exatas,sim,1,850.75,3,1
1366,34,1.49,54.45,24.53,M,3º Grau,Biológicas,não,0,8628.15,3,2
1367,46,1.66,61.3,22.25,F,Doutorado,Biológicas,não,0,25742.93,3,2
1368,32,1.45,53.07,25.24,M,Mestrado,Biológicas,não,0,5170.82,2,2
1369,33,1.46,53.58,25.14,F,Analfabeto,Humanas,não,0,6438.09,3,0
1370,39,1.56,57.44,23.6,M,3º Grau,Biológicas,sim,1,16102.22,0,2
1371,31,1.44,52.58,25.36,M,1º Grau,Humanas,não,0,3939.65,0,0
1372,43,1.61,59.54,22.97,F,PósDoc,Biológicas,sim,1,21345.12,1,2
1373,38,1.54,56.69,23.9,F,Analfabeto,Humanas,sim,1,14224.68,2,0
1374,36,1.51,55.36,24.28,M,Doutorado,Biológicas,sim,1,10895.5,0,2
1375,24,1.34,48.63,27.08,F,Analfabeto,Exatas,não,0,5917.14,3,1
1376,33,1.47,53.61,24.81,M,Mestrado,Biológicas,sim,1,6528.33,0,2
1377,49,1.7,63.14,21.85,M,Mestrado,Biológicas,não,0,30342.96,1,2
1378,33,1.47,53.86,24.92,M,Doutorado,Humanas,não,0,7140.95,1,0
1379,40,1.57,57.62,23.38,M,1º Grau,Biológicas,não,0,16543.79,1,2
1380,29,1.41,51.3,25.8,M,1º Grau,Humanas,não,0,752.52,0,0
1381,24,1.34,48.64,27.09,F,Analfabeto,Humanas,não,0,5907.03,0,0
1382,40,1.57,57.84,23.47,F,3º Grau,Biológicas,sim,1,17093.98,0,2
1383,45,1.64,60.8,22.61,F,Doutorado,Biológicas,sim,1,24493.27,2,2
1384,24,1.35,48.82,26.79,F,Mestrado,Biológicas,sim,1,5443.8,2,2
1385,41,1.58,58.38,23.39,M,Analfabeto,Exatas,sim,1,18460.69,2,1
1386,37,1.53,56.32,24.06,F,2º Grau,Humanas,não,0,13309.32,2,0
1387,32,1.46,53.54,25.12,M,PósDoc,Humanas,sim,1,6338.13,0,0
1388,47,1.67,62,22.23,M,PósDoc,Biológicas,não,0,27492.85,2,2
1389,28,1.4,50.98,26.01,F,3º Grau,Exatas,não,0,51.45,2,1
1390,34,1.49,54.53,24.56,M,3º Grau,Exatas,não,0,8825.61,2,1
1391,40,1.57,57.67,23.4,M,3º Grau,Humanas,não,0,16685.06,1,0
1392,27,1.39,50.67,26.23,M,1º Grau,Humanas,sim,1,824.74,3,0
1393,43,1.61,59.42,22.92,F,Doutorado,Humanas,sim,1,21059.68,1,0
1394,34,1.49,54.54,24.57,F,3º Grau,Humanas,não,0,8858.47,0,0
1395,44,1.62,59.92,22.83,M,Mestrado,Biológicas,não,0,22291.48,1,2
1396,35,1.5,54.91,24.4,M,3º Grau,Humanas,não,0,9767.03,1,0
1397,30,1.43,52.06,25.46,M,Mestrado,Humanas,sim,1,2648.95,1,0
1398,26,1.37,49.64,26.45,M,Doutorado,Exatas,não,0,3405.15,2,1
1399,25,1.36,49.51,26.77,M,3º Grau,Exatas,sim,1,3730.66,0,1
1400,34,1.49,54.4,24.5,M,Analfabeto,Humanas,sim,1,8509.43,2,0
1401,21,1.3,46.97,27.79,M,1º Grau,Humanas,sim,1,10062.76,2,0
1402,24,1.34,48.76,27.16,M,PósDoc,Exatas,não,0,5595.69,3,1
1403,49,1.7,62.85,21.75,M,Doutorado,Exatas,sim,1,29627.02,2,1
1404,34,1.48,54.29,24.79,M,Doutorado,Exatas,sim,1,8216.82,1,1
1405,45,1.64,60.43,22.47,F,Doutorado,Biológicas,não,0,23576.21,2,2
1406,47,1.66,61.6,22.35,M,3º Grau,Biológicas,sim,1,26489.92,1,2
1407,36,1.51,55.48,24.33,F,Mestrado,Humanas,não,0,11194.85,1,0
1408,35,1.5,55.01,24.45,F,Mestrado,Biológicas,não,0,10036.21,0,2
1409,36,1.52,55.79,24.15,M,PósDoc,Exatas,não,0,11964.43,3,1
1410,40,1.57,57.72,23.42,F,PósDoc,Exatas,não,0,16797.4,0,1
1411,41,1.58,58.2,23.31,F,Analfabeto,Biológicas,não,0,18011.25,3,2
1412,21,1.3,46.94,27.78,F,PósDoc,Humanas,não,0,10152.01,2,0
1413,35,1.5,55.19,24.53,M,Doutorado,Biológicas,não,0,10473.96,3,2
1414,39,1.56,57.45,23.61,M,3º Grau,Humanas,sim,1,16130.97,1,0
1415,34,1.48,54.32,24.8,F,3º Grau,Exatas,não,0,8299.82,3,1
1416,37,1.52,55.9,24.19,F,PósDoc,Biológicas,sim,1,12257.6,2,2
1417,41,1.59,58.57,23.17,M,Doutorado,Biológicas,sim,1,18924.04,0,2
1418,34,1.49,54.41,24.51,F,Analfabeto,Exatas,não,0,8523.87,2,1
1419,46,1.65,61.15,22.46,F,PósDoc,Biológicas,não,0,25371.82,1,2
1420,38,1.55,56.81,23.65,M,3º Grau,Humanas,não,0,14526.19,1,0
1421,24,1.34,48.62,27.08,F,3º Grau,Exatas,sim,1,5956.94,3,1
1422,34,1.48,54.25,24.77,F,Analfabeto,Biológicas,sim,1,8128.35,2,2
1423,39,1.56,57.27,23.53,F,Analfabeto,Humanas,sim,1,15676.34,3,0
1424,36,1.52,55.65,24.09,M,Mestrado,Biológicas,sim,1,11626.79,3,2
1425,25,1.36,49.51,26.77,F,1º Grau,Exatas,não,0,3719.83,2,1
1426,22,1.31,47.46,27.66,F,1º Grau,Exatas,sim,1,8839.53,2,1
1427,35,1.49,54.73,24.65,F,Mestrado,Humanas,não,0,9319.53,0,0
1428,40,1.57,57.75,23.43,M,1º Grau,Humanas,não,0,16873.07,0,0
1429,30,1.43,52.17,25.51,M,PósDoc,Biológicas,não,0,2919.99,1,2
1430,38,1.54,56.51,23.83,F,2º Grau,Exatas,não,0,13776.77,2,1
1431,39,1.56,57.32,23.55,F,PósDoc,Humanas,não,0,15807.58,2,0
1432,42,1.6,58.9,23.01,F,PósDoc,Humanas,sim,1,19746.26,0,0
1433,39,1.56,57.35,23.57,M,2º Grau,Humanas,não,0,15874.53,1,0
1434,37,1.52,55.98,24.23,F,2º Grau,Exatas,não,0,12452.79,1,1
1435,24,1.34,48.74,27.14,F,PósDoc,Biológicas,não,0,5660.04,1,2
1436,31,1.45,52.97,25.19,M,PósDoc,Exatas,não,0,4918.72,3,1
1437,41,1.59,58.43,23.11,M,PósDoc,Biológicas,não,0,18582.79,2,2
1438,38,1.55,56.81,23.65,F,Mestrado,Exatas,sim,1,14518.67,1,1
1439,29,1.41,51.41,25.86,M,Mestrado,Biológicas,sim,1,1020.96,2,2
1440,37,1.53,56.28,24.04,M,2º Grau,Biológicas,não,0,13190.11,3,2
1441,34,1.49,54.62,24.6,F,Mestrado,Humanas,não,0,9060.35,3,0
1442,44,1.63,60.06,22.61,F,2º Grau,Exatas,não,0,22643.08,1,1
1443,35,1.5,54.86,24.38,F,Analfabeto,Humanas,não,0,9659.91,1,0
1444,32,1.46,53.45,25.08,F,2º Grau,Biológicas,sim,1,6118.31,2,2
